time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-03 00:00:00+00:00,23,10,0,0
2026-03-04 00:00:00+00:00,27,8,0,0
2026-03-05 00:00:00+00:00,3,3,0,0
2026-03-06 00:00:00+00:00,24,12,0,0
2026-03-07 00:00:00+00:00,10,5,0,0
2026-03-08 00:00:00+00:00,14,5,0,0
2026-03-09 00:00:00+00:00,16,7,0,0
2026-03-10 00:00:00+00:00,14,6,0,0
2026-03-11 00:00:00+00:00,17,4,0,0
2026-03-12 00:00:00+00:00,11,5,0,0
2026-03-13 00:00:00+00:00,25,13,0,0
2026-03-14 00:00:00+00:00,15,9,0,0
2026-03-15 00:00:00+00:00,18,8,0,0
2026-03-16 00:00:00+00:00,12,6,0,0
