url_path,views_total,views_unique
/EarthSciML/GeoDynamics.jl,2,1
/EarthSciML/Geodynamics.jl/pulls,2,1
/EarthSciML/Geodynamics.jl,1,1
/EarthSciML/Geodynamics.jl/pull/11,1,1
/EarthSciML/Geodynamics.jl/pull/8,1,1
